Title,Link,Sentence,Head,Tail,Relation
HVAC UNIT TEST APPARATUS AND METHOD THEREFOR,https://patents.justia.com/patent/20140260552,The HVAC unit includes a first and a second port and is coupled to an auxiliary air movement test system using one of the first or the second ports.,auxiliary air movement test system,hvac,subclass of
HVAC UNIT TEST APPARATUS AND METHOD THEREFOR,https://patents.justia.com/patent/20140260552,The other of the first or the second ports of the HVAC unit is blocked.,hvac unit,ports,has part
HVAC UNIT TEST APPARATUS AND METHOD THEREFOR,https://patents.justia.com/patent/20140260552,"The auxiliary air movement test system includes an air movement device, a conduit, a flow velocity sensor, and a pressure sensor.",pressure sensor,flow velocity sensor,subclass of
HVAC UNIT TEST APPARATUS AND METHOD THEREFOR,https://patents.justia.com/patent/20140260552,The air movement device enables airflow into the HVAC unit through the conduit.,hvac,airflow,has part
HVAC UNIT TEST APPARATUS AND METHOD THEREFOR,https://patents.justia.com/patent/20140260552,The flow velocity sensor positioned within the conduit measures air velocity.,flow velocity sensor,air velocity,use
HVAC UNIT TEST APPARATUS AND METHOD THEREFOR,https://patents.justia.com/patent/20140260552,The pressure sensor is positioned in proximity to a condensate drain of the HVAC unit that measures the pressure within the HVAC unit.,condensate drain,hvac unit,part of
HVAC UNIT TEST APPARATUS AND METHOD THEREFOR,https://patents.justia.com/patent/20140260552,The method disclosed determines external leaks in the HVAC unit if the measured air velocity exceeds a predefined air velocity at a predetermined pressure.,hvac unit,pressure,uses
CONTROL STRATEGY TO PREVENT DAMAGE FOR HYBRID DRIVEN HVAC COMPRESSOR,https://patents.justia.com/patent/20190193524,"The start-up operation includes de-coupling the electric machine and the HVAC compressor from the driveline of the vehicle, and performing a controlled start of the HVAC compressor with the electric machine.",driveline,vehicle,part of
HVAC System with Location Based Operation,https://patents.justia.com/patent/20160010888,"The location determination module may determine and/or report location information via global positioning system (GPS) capability, a service provider (SP), customized data provider (CDP), Internet sites, LAN, WAN, 3G, 4G, and/or any other type of network infrastructure to effect reporting of the location of the HVAC system.",customized data provider,service provider,subclass of
HVAC System with Location Based Operation,https://patents.justia.com/patent/20160010888,The system controller may select a climate-based operation parameter value for the HVAC system as a function of a geographic location of the HVAC system.,hvac system,system controller,has part
Sensing media temperature in an HVAC valve,https://patents.justia.com/patent/20060018362,The temperature of a fluid media within the HVAC valve is determined from the temperature of the valve body.,valve body,hvac valve,part of
METHODS AND SYSTEMS FOR TRAINING HVAC CONTROL USING SURROGATE MODEL,https://patents.justia.com/patent/20210191342,Systems and methods for training a reinforcement learning (RL) model for HVAC control are disclosed herein.,reinforcement learning,hvac control,use
METHODS AND SYSTEMS FOR TRAINING HVAC CONTROL USING SURROGATE MODEL,https://patents.justia.com/patent/20210191342,A calibrated simulation model is used to train a surrogate model of the HVAC system operating within a building.,surrogate model,hvac system,facet of
METHODS AND SYSTEMS FOR TRAINING HVAC CONTROL USING SURROGATE MODEL,https://patents.justia.com/patent/20210191342,The simulated experience data can be used to train a reinforcement learning (RL) model of the HVAC system.,reinforcement learning,model,subclass of
METHODS AND SYSTEMS FOR TRAINING HVAC CONTROL USING SURROGATE MODEL,https://patents.justia.com/patent/20210191342,The RL model is used to control the HVAC system based on the current state of the system and the best predicted action to perform in the current state.,rl model,hvac system,facet of
ROOM UNIT FOR AN HVAC SYSTEM AND METHOD FOR EXCHANGING DATA BETWEEN A MOBILE DEVICE AND A ROOM UNIT OR AN HVAC SYSTEM,https://patents.justia.com/patent/20240151418,"The room unit further includes a controller and a short-range wireless communication module, which enables wireless communication with a mobile device to exchange data between the mobile device and the HVAC system or vice versa.",wireless communication module,wireless communication,use
HVAC CONTROLLER WITH INTEGRATED METERING,https://patents.justia.com/patent/20140149270,"The controller operates the private unit's HVAC equipment, and includes a processor, output display, memory, and a RF module for communication.",rf module,communication,use
HVAC CONTROLLER WITH INTEGRATED METERING,https://patents.justia.com/patent/20140149270,The controller is operable to receive temperature or flow values of a fluid passing through the HVAC equipment.,hvac,fluid,uses
HVAC CONTROLLER WITH INTEGRATED METERING,https://patents.justia.com/patent/20140149270,The measured value can be in units of energy or in dollars.,dollars,units of energy,instance of
"HVAC ZONING DEVICES, SYSTEMS, AND METHODS",https://patents.justia.com/patent/20150370927,"A system for developing HVAC system configurations for a building may develop suggested HVAC system configurations based, at least in part, on obtained building information.",building information,building,facet of
"HVAC ZONING DEVICES, SYSTEMS, AND METHODS",https://patents.justia.com/patent/20150370927,"The building information may include, among other information, current HVAC system configuration information for an HVAC system of the building including current locations of register vents within the building.",register vent,hvac system,subclass of
Thermoelectric enhanced HVAC system and method,https://patents.justia.com/patent/20060150657,The system may also include a thermoelectric HVAC unit to supplement the compressor-based HVAC unit.,thermoelectric hvac unit,hvac unit,subclass of
THERMOSTAT WITH BI-DIRECTIONAL COMMUNICATIONS INTERFACE FOR MONITORING HVAC EQUIPMENT,https://patents.justia.com/patent/20170076263,A thermostat for a building space.,thermostat,building space,part of
THERMOSTAT WITH BI-DIRECTIONAL COMMUNICATIONS INTERFACE FOR MONITORING HVAC EQUIPMENT,https://patents.justia.com/patent/20170076263,The thermostat includes a user interface and a processing circuit.,user interface,thermostat,facet of
THERMOSTAT WITH BI-DIRECTIONAL COMMUNICATIONS INTERFACE FOR MONITORING HVAC EQUIPMENT,https://patents.justia.com/patent/20170076263,The user interface is configured to serve notifications to a user and receive input from the user.,notifications,user interface,facet of
THERMOSTAT WITH BI-DIRECTIONAL COMMUNICATIONS INTERFACE FOR MONITORING HVAC EQUIPMENT,https://patents.justia.com/patent/20170076263,The communications interface is configured to receive performance information for the HVAC equipment.,hvac,communications interface,uses
THERMOSTAT WITH BI-DIRECTIONAL COMMUNICATIONS INTERFACE FOR MONITORING HVAC EQUIPMENT,https://patents.justia.com/patent/20170076263,The processing circuit is configured to provide control signals to the HVAC equipment to achieve a setpoint for the building space.,hvac,control signal,uses
THERMOSTAT WITH BI-DIRECTIONAL COMMUNICATIONS INTERFACE FOR MONITORING HVAC EQUIPMENT,https://patents.justia.com/patent/20170076263,The processing circuit is further configured to automatically adjust at least one of the setpoint and the control signals provided to the HVAC equipment based on the recommendation for improving HVAC equipment performance.,hvac equipment performance,hvac,facet of
