Title,Link,Sentence,Head,Tail,Relation
"System and method for providing constraint-based heating, ventilation and air-conditioning (HVAC) system optimization with the aid of a digital computer",https://patents.justia.com/patent/10203674,"Time series change in indoor temperature data can be calculated using only inputs of time series change in the time series HVAC load data combined with thermal mass, thermal conductivity, and HVAC efficiency.",HVAC efficiency,HVAC,facet of
"System and method for providing constraint-based heating, ventilation and air-conditioning (HVAC) system optimization with the aid of a digital computer",https://patents.justia.com/patent/10203674,The approach is applicable for both winter and summer and can be applied when the building has an on-site PV system.,summer,winter,opposite of
Methods and apparatuses for displaying energy savings from an HVAC system,https://patents.justia.com/patent/8352082,A method and system of determining and displaying energy savings from an HVAC system operating in an energy saving mode.,energy saving mode,HVAC,facet of
Methods and apparatuses for displaying energy savings from an HVAC system,https://patents.justia.com/patent/8352082,The HVAC system is operated to maintain a comfort mode temperature during a learning period.,comfort mode,HVAC,facet of
Methods and apparatuses for displaying energy savings from an HVAC system,https://patents.justia.com/patent/8352082,The energy consumed by the HVAC system at multiple outside ambient conditions during the learning period is determined.,HVAC,energy consumed,subclass of
Methods and apparatuses for displaying energy savings from an HVAC system,https://patents.justia.com/patent/8352082,The correlation between a specific ambient condition and energy consumed by the HVAC system is determined.,ambient condition,HVAC system,facet of
Methods and apparatuses for displaying energy savings from an HVAC system,https://patents.justia.com/patent/8352082,The HVAC system is run to maintain an energy saving setpoint temperature.,setpoint temperature,HVAC,facet of
System and method for aligning HVAC consumption with renewable power production with the aid of a digital computer,https://patents.justia.com/patent/11859838,A time series change in HVAC load data is used as input modified scenario values that represent an HVAC load shape.,load shape,HVAC,facet of
System and method for aligning HVAC consumption with renewable power production with the aid of a digital computer,https://patents.justia.com/patent/11859838,"Time series change in indoor temperature data can be calculated using only inputs of time series change in the time series HVAC load data combined with thermal mass, thermal conductivity, and HVAC efficiency.",HVAC efficiency,HVAC,facet of
System and method for aligning HVAC consumption with renewable power production with the aid of a digital computer,https://patents.justia.com/patent/11859838,The approach is applicable for both winter and summer and can be applied when the building has an on-site renewable power system.,summer,winter,opposite of
HVAC SERVICE PERFORMANCE,https://patents.justia.com/patent/20200240662,A monitoring system is configured to monitor a property.,monitoring system,monitor,use
HVAC SERVICE PERFORMANCE,https://patents.justia.com/patent/20200240662,The system further includes an HVAC system that is configured to generate and provide conditioned air to the property and that is configured to generate HVAC system data that reflects an attribute of the HVAC system.,conditioned air,HVAC,subclass of
HVAC SERVICE PERFORMANCE,https://patents.justia.com/patent/20200240662,The system includes a monitor control unit that is configured to determine that the HVAC system is likely malfunctioning.,monitor control unit,HVAC system,part of
HVAC SERVICE PERFORMANCE,https://patents.justia.com/patent/20200240662,The control unit is configured to determine that the HVAC system is likely operating correctly.,HVAC,control unit,has part
HVAC SERVICE PERFORMANCE,https://patents.justia.com/patent/20200240662,The control unit is configured to determine a cause of the HVAC system transitioning from likely malfunctioning to likely operating correctly.,HVAC,control unit,has part
HVAC schedule with designated off periods,https://patents.justia.com/patent/10048705,"An HVAC controller may include a user interface, along with a memory for storing a recurring programmable schedule having two or more time periods.",user interface,HVAC controller,part of
HVAC schedule with designated off periods,https://patents.justia.com/patent/10048705,"The user interface may be configured to allow manual modification by a user of the recurring schedule stored in the memory, wherein the user can associate an HVAC-off control mode with any of the two or more time periods.",HVAC-off,control mode,subclass of
HVAC schedule with designated off periods,https://patents.justia.com/patent/10048705,"In the HVAC-off control mode, the HVAC controller may not cycle the HVAC unit on regardless of the temperature of the air in the inside space.",HVAC-off control,HVAC controller,facet of
DEVICES AND METHODS FOR INTERACTING WITH AN HVAC CONTROLLER,https://patents.justia.com/patent/20130297078,"In response to the command, the HVAC controller may perform an action and/or respond with a natural language text based message.",text based message,natural language,subclass of
DEVICES AND METHODS FOR INTERACTING WITH AN HVAC CONTROLLER,https://patents.justia.com/patent/20130297078,"In some cases, a user may communicate with the thermostat via an on-line social network.",social network,on-line,subclass of
HVAC schedule with designated off periods,https://patents.justia.com/patent/10948931,"An HVAC controller may include a user interface, along with a memory for storing a recurring programmable schedule having two or more time periods.",user interface,HVAC controller,part of
HVAC schedule with designated off periods,https://patents.justia.com/patent/10948931,"The user interface may be configured to allow manual modification by a user of the recurring schedule stored in the memory, wherein the user can associate an HVAC-off control mode with any of the two or more time periods.",HVAC-off,control mode,subclass of
HVAC schedule with designated off periods,https://patents.justia.com/patent/10948931,"In the HVAC-off control mode, the HVAC controller may not cycle the HVAC unit on regardless of the temperature of the air in the inside space.",HVAC-off control,HVAC controller,facet of
SINGLE LINE CONTROL FOR HVAC ACTUATOR,https://patents.justia.com/patent/20080058966,Methods and systems for controlling an HVAC actuator using a single output control signal are disclosed.,actuator,HVAC,use
